id,fuel,passengers,planesAtThatTime,priority,timeToArrive,timeWaited
TAP5,26.0,40,14,2,10,11
TAP5,25.0,40,17,2,9,11
TAP5,24.0,40,17,2,8,11
TAP5,23.0,40,15,2,7,11
TAP5,22.0,40,17,2,6,11
TAP5,21.0,40,17,2,5,11
TAP5,20.0,40,17,2,4,11
TAP5,19.0,40,17,2,3,11
TAP5,18.0,40,18,2,2,11
TAP5,17.0,40,16,2,1,11
TAP5,16.0,40,16,2,0,11
TAP5,15.0,40,17,2,0,11
TAP5,14.0,40,16,2,0,11
TAP5,13.0,40,17,2,0,11
TAP5,12.0,40,16,2,0,11
TAP5,11.0,40,17,2,0,11
TAP5,10.0,40,15,2,0,11
TAP5,9.0,40,16,2,0,11
TAP5,8.0,40,15,2,0,11
TAP5,7.0,40,14,2,0,11
TAP5,6.0,40,15,2,0,11
TAP5,5.0,40,15,2,0,11
Luftansa7,28.0,40,13,0,10,11
Luftansa7,27.0,40,17,0,9,11
Luftansa7,26.0,40,17,0,8,11
Luftansa7,25.0,40,15,0,7,11
Luftansa7,24.0,40,16,0,6,11
Luftansa7,23.0,40,17,0,5,11
Luftansa7,22.0,40,17,0,4,11
Luftansa7,21.0,40,17,0,3,11
Luftansa7,20.0,40,17,0,2,11
Luftansa7,19.0,40,16,0,1,11
Luftansa7,18.0,40,16,0,0,11
Luftansa7,17.0,40,17,0,0,11
Luftansa7,16.0,40,16,0,0,11
Luftansa7,15.0,40,17,0,0,11
Luftansa7,14.0,40,17,0,0,11
Luftansa7,13.0,40,19,0,0,11
Luftansa7,12.0,40,15,0,0,11
Luftansa7,11.0,40,16,0,0,11
Luftansa7,10.0,40,15,0,0,11
Luftansa7,9.0,40,14,0,0,11
Luftansa7,8.0,40,15,0,0,11
Luftansa7,7.0,40,15,0,0,11
QatarAirways8,16.0,40,15,4,10,1
QatarAirways8,15.0,40,15,4,9,1
QatarAirways8,14.0,40,16,4,8,1
QatarAirways8,13.0,40,18,4,7,1
QatarAirways8,12.0,40,17,4,6,1
QatarAirways8,11.0,40,15,4,5,1
QatarAirways8,10.0,40,16,4,4,1
QatarAirways8,9.0,40,15,4,3,1
QatarAirways8,8.0,40,14,4,2,1
QatarAirways8,7.0,40,15,4,1,1
QatarAirways8,6.0,40,15,4,0,1
QatarAirways8,5.0,40,14,4,0,1
EasyGet8,16.0,40,16,1,10,1
EasyGet8,15.0,40,15,1,9,1
EasyGet8,14.0,40,16,1,8,1
EasyGet8,13.0,40,18,1,7,1
EasyGet8,12.0,40,17,1,6,1
EasyGet8,11.0,40,15,1,5,1
EasyGet8,10.0,40,16,1,4,1
EasyGet8,9.0,40,15,1,3,1
EasyGet8,8.0,40,14,1,2,1
EasyGet8,7.0,40,15,1,1,1
EasyGet8,6.0,40,15,1,0,1
EasyGet8,5.0,40,14,1,0,1
AirAsia7,15.0,40,16,4,10,1
AirAsia7,14.0,40,18,4,9,1
AirAsia7,13.0,40,18,4,8,1
AirAsia7,12.0,40,15,4,7,1
AirAsia7,11.0,40,16,4,6,1
AirAsia7,10.0,40,15,4,5,1
AirAsia7,9.0,40,14,4,4,1
AirAsia7,8.0,40,15,4,3,1
AirAsia7,7.0,40,15,4,2,1
AirAsia7,6.0,40,14,4,1,1
AirAsia7,5.0,40,13,4,0,1
AirAsia7,4.0,40,16,4,0,1
Ryanair9,26.0,40,17,4,9,1
Ryanair9,25.0,40,17,4,8,1
Ryanair9,24.0,40,15,4,7,1
Ryanair9,23.0,40,16,4,6,1
Ryanair9,22.0,40,15,4,5,1
Ryanair9,21.0,40,14,4,4,1
Ryanair9,20.0,40,14,4,3,1
Ryanair9,19.0,40,15,4,2,1
Ryanair9,18.0,40,14,4,1,1
Ryanair9,17.0,40,12,4,0,1
Ryanair9,16.0,40,14,4,0,1
Luftansa6,30.0,40,17,2,10,11
Luftansa6,29.0,40,17,2,9,11
Luftansa6,28.0,40,17,2,8,11
Luftansa6,27.0,40,17,2,7,11
Luftansa6,26.0,40,18,2,6,11
Luftansa6,25.0,40,16,2,5,11
Luftansa6,24.0,40,16,2,4,11
Luftansa6,23.0,40,17,2,3,11
Luftansa6,22.0,40,16,2,2,11
Luftansa6,21.0,40,17,2,1,11
Luftansa6,20.0,40,16,2,0,11
Luftansa6,19.0,40,17,2,0,11
Luftansa6,18.0,40,15,2,0,11
Luftansa6,17.0,40,16,2,0,11
Luftansa6,16.0,40,15,2,0,11
Luftansa6,15.0,40,14,2,0,11
Luftansa6,14.0,40,15,2,0,11
Luftansa6,13.0,40,15,2,0,11
Luftansa6,12.0,40,14,2,0,11
Luftansa6,11.0,40,13,2,0,11
Luftansa6,10.0,40,16,2,0,11
Luftansa6,9.0,40,17,2,0,11
AirAsia9,33.0,40,16,4,10,0
AirAsia9,32.0,40,15,4,9,0
AirAsia9,31.0,40,16,4,8,0
AirAsia9,30.0,40,15,4,7,0
AirAsia9,29.0,40,14,4,6,0
AirAsia9,28.0,40,13,4,5,0
AirAsia9,27.0,40,15,4,4,0
AirAsia9,26.0,40,14,4,3,0
AirAsia9,25.0,40,12,4,2,0
AirAsia9,24.0,40,14,4,1,0
AirAsia9,23.0,40,16,4,0,0
Luftansa8,24.0,40,16,2,9,12
Luftansa8,23.0,40,17,2,8,12
Luftansa8,22.0,40,16,2,7,12
Luftansa8,21.0,40,16,2,6,12
Luftansa8,20.0,40,16,2,5,12
Luftansa8,19.0,40,17,2,4,12
Luftansa8,18.0,40,15,2,3,12
Luftansa8,17.0,40,17,2,2,12
Luftansa8,16.0,40,18,2,1,12
Luftansa8,15.0,40,19,2,0,12
Luftansa8,14.0,40,15,2,0,12
Luftansa8,13.0,40,16,2,0,12
Luftansa8,12.0,40,15,2,0,12
Luftansa8,11.0,40,14,2,0,12
Luftansa8,10.0,40,15,2,0,12
Luftansa8,9.0,40,15,2,0,12
Luftansa8,8.0,40,14,2,0,12
Luftansa8,7.0,40,13,2,0,12
Luftansa8,6.0,40,16,2,0,12
Luftansa8,5.0,40,17,2,0,12
Luftansa8,4.0,40,16,2,0,12
Luftansa8,3.0,40,17,2,0,12
Emirates8,15.0,40,17,1,10,3
Emirates8,14.0,40,15,1,9,3
Emirates8,13.0,40,16,1,8,3
Emirates8,12.0,40,15,1,7,3
Emirates8,11.0,40,14,1,6,3
Emirates8,10.0,40,15,1,5,3
Emirates8,9.0,40,15,1,4,3
Emirates8,8.0,40,14,1,3,3
Emirates8,7.0,40,13,1,2,3
Emirates8,6.0,40,16,1,1,3
Emirates8,5.0,40,17,1,0,3
Emirates8,4.0,40,16,1,0,3
Emirates8,3.0,40,17,1,0,3
Emirates8,2.0,40,17,1,0,3
Emirates7,20.0,40,15,1,10,6
Emirates7,19.0,40,17,1,9,6
Emirates7,18.0,40,17,1,8,6
Emirates7,17.0,40,19,1,7,6
Emirates7,16.0,40,15,1,6,6
Emirates7,15.0,40,16,1,5,6
Emirates7,14.0,40,15,1,4,6
Emirates7,13.0,40,14,1,3,6
Emirates7,12.0,40,15,1,2,6
Emirates7,11.0,40,15,1,1,6
Emirates7,10.0,40,14,1,0,6
Emirates7,9.0,40,13,1,0,6
Emirates7,8.0,40,16,1,0,6
Emirates7,7.0,40,17,1,0,6
Emirates7,6.0,40,16,1,0,6
Emirates7,5.0,40,17,1,0,6
Emirates7,4.0,40,17,1,0,6
QatarAirways9,25.0,40,13,4,10,0
QatarAirways9,24.0,40,15,4,9,0
QatarAirways9,23.0,40,14,4,8,0
QatarAirways9,22.0,40,12,4,7,0
QatarAirways9,21.0,40,14,4,6,0
QatarAirways9,20.0,40,17,4,5,0
QatarAirways9,19.0,40,15,4,4,0
QatarAirways9,18.0,40,17,4,3,0
QatarAirways9,17.0,40,17,4,2,0
QatarAirways9,16.0,40,15,4,1,0
QatarAirways9,15.0,40,20,4,0,0
Luftansa10,18.0,40,13,4,9,0
Luftansa10,17.0,40,12,4,8,0
Luftansa10,16.0,40,14,4,7,0
Luftansa10,15.0,40,15,4,6,0
Luftansa10,14.0,40,15,4,5,0
Luftansa10,13.0,40,16,4,4,0
Luftansa10,12.0,40,17,4,3,0
Luftansa10,11.0,40,15,4,2,0
Luftansa10,10.0,40,19,4,1,0
Luftansa10,9.0,40,19,4,0,0
EasyGet9,20.0,40,15,2,10,4
EasyGet9,19.0,40,15,2,9,4
EasyGet9,18.0,40,14,2,8,4
EasyGet9,17.0,40,13,2,7,4
EasyGet9,16.0,40,15,2,6,4
EasyGet9,15.0,40,14,2,5,4
EasyGet9,14.0,40,12,2,4,4
EasyGet9,13.0,40,14,2,3,4
EasyGet9,12.0,40,16,2,2,4
EasyGet9,11.0,40,15,2,1,4
EasyGet9,10.0,40,17,2,0,4
EasyGet9,9.0,40,17,2,0,4
EasyGet9,8.0,40,15,2,0,4
EasyGet9,7.0,40,20,2,0,4
EasyGet9,6.0,40,19,2,0,4
AmericanAirlines8,26.0,40,12,2,10,0
AmericanAirlines8,25.0,40,16,2,9,0
AmericanAirlines8,24.0,40,17,2,8,0
AmericanAirlines8,23.0,40,16,2,7,0
AmericanAirlines8,22.0,40,17,2,6,0
AmericanAirlines8,21.0,40,17,2,5,0
AmericanAirlines8,20.0,40,15,2,4,0
AmericanAirlines8,19.0,40,20,2,3,0
AmericanAirlines8,18.0,40,19,2,2,0
AmericanAirlines8,17.0,40,17,2,1,0
AmericanAirlines8,16.0,40,17,2,0,0
SingapureAirlines10,21.0,40,13,4,10,0
SingapureAirlines10,20.0,40,14,4,9,0
SingapureAirlines10,19.0,40,15,4,8,0
SingapureAirlines10,18.0,40,16,4,7,0
SingapureAirlines10,17.0,40,16,4,6,0
SingapureAirlines10,16.0,40,15,4,5,0
SingapureAirlines10,15.0,40,18,4,4,0
SingapureAirlines10,14.0,40,19,4,3,0
SingapureAirlines10,13.0,40,17,4,2,0
SingapureAirlines10,12.0,40,17,4,1,0
SingapureAirlines10,11.0,40,17,4,0,0
AirAsia8,27.0,40,15,4,10,0
AirAsia8,26.0,40,17,4,9,0
AirAsia8,25.0,40,16,4,8,0
AirAsia8,24.0,40,17,4,7,0
AirAsia8,23.0,40,17,4,6,0
AirAsia8,22.0,40,15,4,5,0
AirAsia8,21.0,40,20,4,4,0
AirAsia8,20.0,40,19,4,3,0
AirAsia8,19.0,40,17,4,2,0
AirAsia8,18.0,40,17,4,1,0
AirAsia8,17.0,40,17,4,0,0
EasyGet7,31.0,40,18,2,10,11
EasyGet7,30.0,40,15,2,9,11
EasyGet7,29.0,40,16,2,8,11
EasyGet7,28.0,40,15,2,7,11
EasyGet7,27.0,40,14,2,6,11
EasyGet7,26.0,40,15,2,5,11
EasyGet7,25.0,40,15,2,4,11
EasyGet7,24.0,40,14,2,3,11
EasyGet7,23.0,40,13,2,2,11
EasyGet7,22.0,40,16,2,1,11
EasyGet7,21.0,40,17,2,0,11
EasyGet7,20.0,40,16,2,0,11
EasyGet7,19.0,40,17,2,0,11
EasyGet7,18.0,40,17,2,0,11
EasyGet7,17.0,40,15,2,0,11
EasyGet7,16.0,40,20,2,0,11
EasyGet7,15.0,40,19,2,0,11
EasyGet7,14.0,40,17,2,0,11
EasyGet7,13.0,40,17,2,0,11
EasyGet7,12.0,40,17,2,0,11
EasyGet7,11.0,40,16,2,0,11
EasyGet7,10.0,40,17,2,0,11
TAP8,17.0,40,14,2,10,3
TAP8,16.0,40,17,2,9,3
TAP8,15.0,40,16,2,8,3
TAP8,14.0,40,17,2,7,3
TAP8,13.0,40,17,2,6,3
TAP8,12.0,40,15,2,5,3
TAP8,11.0,40,20,2,4,3
TAP8,10.0,40,19,2,3,3
TAP8,9.0,40,17,2,2,3
TAP8,8.0,40,17,2,1,3
TAP8,7.0,40,17,2,0,3
TAP8,6.0,40,16,2,0,3
TAP8,5.0,40,17,2,0,3
TAP8,4.0,40,16,2,0,3
AmericanAirlines10,30.0,40,14,2,10,2
AmericanAirlines10,29.0,40,15,2,9,2
AmericanAirlines10,28.0,40,16,2,8,2
AmericanAirlines10,27.0,40,17,2,7,2
AmericanAirlines10,26.0,40,15,2,6,2
AmericanAirlines10,25.0,40,19,2,5,2
AmericanAirlines10,24.0,40,19,2,4,2
AmericanAirlines10,23.0,40,17,2,3,2
AmericanAirlines10,22.0,40,17,2,2,2
AmericanAirlines10,21.0,40,17,2,1,2
AmericanAirlines10,20.0,40,15,2,0,2
AmericanAirlines10,19.0,40,17,2,0,2
AmericanAirlines10,18.0,40,16,2,0,2
AirAsia11,25.0,40,15,4,9,0
AirAsia11,24.0,40,19,4,8,0
AirAsia11,23.0,40,17,4,7,0
AirAsia11,22.0,40,17,4,6,0
AirAsia11,21.0,40,17,4,5,0
AirAsia11,20.0,40,15,4,4,0
AirAsia11,19.0,40,17,4,3,0
AirAsia11,18.0,40,16,4,2,0
AirAsia11,17.0,40,18,4,1,0
AirAsia11,16.0,40,20,4,0,0
Emirates9,19.0,40,15,2,10,5
Emirates9,18.0,40,15,2,9,5
Emirates9,17.0,40,17,2,8,5
Emirates9,16.0,40,17,2,7,5
Emirates9,15.0,40,15,2,6,5
Emirates9,14.0,40,20,2,5,5
Emirates9,13.0,40,19,2,4,5
Emirates9,12.0,40,17,2,3,5
Emirates9,11.0,40,17,2,2,5
Emirates9,10.0,40,17,2,1,5
Emirates9,9.0,40,16,2,0,5
Emirates9,8.0,40,17,2,0,5
Emirates9,7.0,40,16,2,0,5
Emirates9,6.0,40,18,2,0,5
Emirates9,5.0,40,21,2,0,5
Emirates9,4.0,40,20,2,0,5
QatarAirways10,28.0,40,16,4,10,0
QatarAirways10,27.0,40,19,4,9,0
QatarAirways10,26.0,40,17,4,8,0
QatarAirways10,25.0,40,17,4,7,0
QatarAirways10,24.0,40,17,4,6,0
QatarAirways10,23.0,40,15,4,5,0
QatarAirways10,22.0,40,17,4,4,0
QatarAirways10,21.0,40,16,4,3,0
QatarAirways10,20.0,40,18,4,2,0
QatarAirways10,19.0,40,21,4,1,0
QatarAirways10,18.0,40,20,4,0,0
Ryanair8,28.0,40,14,1,10,12
Ryanair8,27.0,40,15,1,9,12
Ryanair8,26.0,40,14,1,8,12
Ryanair8,25.0,40,12,1,7,12
Ryanair8,24.0,40,15,1,6,12
Ryanair8,23.0,40,17,1,5,12
Ryanair8,22.0,40,16,1,4,12
Ryanair8,21.0,40,17,1,3,12
Ryanair8,20.0,40,17,1,2,12
Ryanair8,19.0,40,15,1,1,12
Ryanair8,18.0,40,20,1,0,12
Ryanair8,17.0,40,19,1,0,12
Ryanair8,16.0,40,17,1,0,12
Ryanair8,15.0,40,17,1,0,12
Ryanair8,14.0,40,17,1,0,12
Ryanair8,13.0,40,16,1,0,12
Ryanair8,12.0,40,17,1,0,12
Ryanair8,11.0,40,16,1,0,12
Ryanair8,10.0,40,18,1,0,12
Ryanair8,9.0,40,21,1,0,12
Ryanair8,8.0,40,20,1,0,12
Ryanair8,7.0,40,18,1,0,12
Ryanair8,6.0,40,19,1,0,12
AmericanAirlines9,20.0,40,15,2,10,7
AmericanAirlines9,19.0,40,17,2,9,7
AmericanAirlines9,18.0,40,17,2,8,7
AmericanAirlines9,17.0,40,15,2,7,7
AmericanAirlines9,16.0,40,20,2,6,7
AmericanAirlines9,15.0,40,19,2,5,7
AmericanAirlines9,14.0,40,17,2,4,7
AmericanAirlines9,13.0,40,17,2,3,7
AmericanAirlines9,12.0,40,17,2,2,7
AmericanAirlines9,11.0,40,16,2,1,7
AmericanAirlines9,10.0,40,17,2,0,7
AmericanAirlines9,9.0,40,16,2,0,7
AmericanAirlines9,8.0,40,18,2,0,7
AmericanAirlines9,7.0,40,21,2,0,7
AmericanAirlines9,6.0,40,20,2,0,7
AmericanAirlines9,5.0,40,18,2,0,7
AmericanAirlines9,4.0,40,19,2,0,7
AmericanAirlines9,3.0,40,18,2,0,7
AirAsia10,26.0,40,17,4,10,3
AirAsia10,25.0,40,19,4,9,3
AirAsia10,24.0,40,17,4,8,3
AirAsia10,23.0,40,17,4,7,3
AirAsia10,22.0,40,17,4,6,3
AirAsia10,21.0,40,15,4,5,3
AirAsia10,20.0,40,17,4,4,3
AirAsia10,19.0,40,16,4,3,3
AirAsia10,18.0,40,18,4,2,3
AirAsia10,17.0,40,21,4,1,3
AirAsia10,16.0,40,20,4,0,3
AirAsia10,15.0,40,18,4,0,3
AirAsia10,14.0,40,19,4,0,3
AirAsia10,13.0,40,18,4,0,3
TAP11,24.0,40,16,4,10,1
TAP11,23.0,40,15,4,9,1
TAP11,22.0,40,16,4,8,1
TAP11,21.0,40,16,4,7,1
TAP11,20.0,40,18,4,6,1
TAP11,19.0,40,19,4,5,1
TAP11,18.0,40,20,4,4,1
TAP11,17.0,40,18,4,3,1
TAP11,16.0,40,19,4,2,1
TAP11,15.0,40,18,4,1,1
TAP11,14.0,40,18,4,0,1
TAP11,13.0,40,18,4,0,1
Luftansa9,32.0,40,16,3,10,11
Luftansa9,31.0,40,15,3,9,11
Luftansa9,30.0,40,17,3,8,11
Luftansa9,29.0,40,17,3,7,11
Luftansa9,28.0,40,15,3,6,11
Luftansa9,27.0,40,20,3,5,11
Luftansa9,26.0,40,19,3,4,11
Luftansa9,25.0,40,17,3,3,11
Luftansa9,24.0,40,17,3,2,11
Luftansa9,23.0,40,17,3,1,11
Luftansa9,22.0,40,16,3,0,11
Luftansa9,21.0,40,17,3,0,11
Luftansa9,20.0,40,16,3,0,11
Luftansa9,19.0,40,18,3,0,11
Luftansa9,18.0,40,21,3,0,11
Luftansa9,17.0,40,20,3,0,11
Luftansa9,16.0,40,18,3,0,11
Luftansa9,15.0,40,19,3,0,11
Luftansa9,14.0,40,18,3,0,11
Luftansa9,13.0,40,18,3,0,11
Luftansa9,12.0,40,18,3,0,11
Luftansa9,11.0,40,18,3,0,11
TAP10,31.0,40,15,4,10,1
TAP10,30.0,40,17,4,9,1
TAP10,29.0,40,16,4,8,1
TAP10,28.0,40,18,4,7,1
TAP10,27.0,40,21,4,6,1
TAP10,26.0,40,20,4,5,1
TAP10,25.0,40,18,4,4,1
TAP10,24.0,40,19,4,3,1
TAP10,23.0,40,18,4,2,1
TAP10,22.0,40,18,4,1,1
TAP10,21.0,40,18,4,0,1
TAP10,20.0,40,18,4,0,1
TAP9,32.0,40,16,4,10,11
TAP9,31.0,40,17,4,9,11
TAP9,30.0,40,15,4,8,11
TAP9,29.0,40,20,4,7,11
TAP9,28.0,40,19,4,6,11
TAP9,27.0,40,17,4,5,11
TAP9,26.0,40,17,4,4,11
TAP9,25.0,40,17,4,3,11
TAP9,24.0,40,16,4,2,11
TAP9,23.0,40,17,4,1,11
TAP9,22.0,40,16,4,0,11
TAP9,21.0,40,18,4,0,11
TAP9,20.0,40,21,4,0,11
TAP9,19.0,40,20,4,0,11
TAP9,18.0,40,18,4,0,11
TAP9,17.0,40,19,4,0,11
TAP9,16.0,40,18,4,0,11
TAP9,15.0,40,18,4,0,11
TAP9,14.0,40,18,4,0,11
TAP9,13.0,40,18,4,0,11
TAP9,12.0,40,17,4,0,11
TAP9,11.0,40,17,4,0,11
EasyGet10,34.0,40,16,2,10,11
EasyGet10,33.0,40,15,2,9,11
EasyGet10,32.0,40,18,2,8,11
EasyGet10,31.0,40,19,2,7,11
EasyGet10,30.0,40,17,2,6,11
EasyGet10,29.0,40,17,2,5,11
EasyGet10,28.0,40,17,2,4,11
EasyGet10,27.0,40,15,2,3,11
EasyGet10,26.0,40,17,2,2,11
EasyGet10,25.0,40,16,2,1,11
EasyGet10,24.0,40,18,2,0,11
EasyGet10,23.0,40,20,2,0,11
EasyGet10,22.0,40,20,2,0,11
EasyGet10,21.0,40,18,2,0,11
EasyGet10,20.0,40,19,2,0,11
EasyGet10,19.0,40,18,2,0,11
EasyGet10,18.0,40,18,2,0,11
EasyGet10,17.0,40,18,2,0,11
EasyGet10,16.0,40,18,2,0,11
EasyGet10,15.0,40,17,2,0,11
EasyGet10,14.0,40,17,2,0,11
EasyGet10,13.0,40,16,2,0,11
QatarAirways12,25.0,40,14,4,10,1
QatarAirways12,24.0,40,18,4,9,1
QatarAirways12,23.0,40,20,4,8,1
QatarAirways12,22.0,40,18,4,7,1
QatarAirways12,21.0,40,18,4,6,1
QatarAirways12,20.0,40,18,4,5,1
QatarAirways12,19.0,40,16,4,4,1
QatarAirways12,18.0,40,18,4,3,1
QatarAirways12,17.0,40,17,4,2,1
QatarAirways12,16.0,40,16,4,1,1
QatarAirways12,15.0,40,17,4,0,1
QatarAirways12,14.0,40,16,4,0,1
SingapureAirlines9,29.0,40,19,4,10,11
SingapureAirlines9,28.0,40,19,4,9,11
SingapureAirlines9,27.0,40,17,4,8,11
SingapureAirlines9,26.0,40,17,4,7,11
SingapureAirlines9,25.0,40,17,4,6,11
SingapureAirlines9,24.0,40,16,4,5,11
SingapureAirlines9,23.0,40,17,4,4,11
SingapureAirlines9,22.0,40,16,4,3,11
SingapureAirlines9,21.0,40,18,4,2,11
SingapureAirlines9,20.0,40,21,4,1,11
SingapureAirlines9,19.0,40,20,4,0,11
SingapureAirlines9,18.0,40,18,4,0,11
SingapureAirlines9,17.0,40,19,4,0,11
SingapureAirlines9,16.0,40,18,4,0,11
SingapureAirlines9,15.0,40,18,4,0,11
SingapureAirlines9,14.0,40,18,4,0,11
SingapureAirlines9,13.0,40,18,4,0,11
SingapureAirlines9,12.0,40,17,4,0,11
SingapureAirlines9,11.0,40,17,4,0,11
SingapureAirlines9,10.0,40,16,4,0,11
SingapureAirlines9,9.0,40,16,4,0,11
SingapureAirlines9,8.0,40,16,4,0,11
Ryanair10,25.0,40,18,3,10,12
Ryanair10,24.0,40,19,3,9,12
Ryanair10,23.0,40,17,3,8,12
Ryanair10,22.0,40,17,3,7,12
Ryanair10,21.0,40,17,3,6,12
Ryanair10,20.0,40,15,3,5,12
Ryanair10,19.0,40,17,3,4,12
Ryanair10,18.0,40,16,3,3,12
Ryanair10,17.0,40,18,3,2,12
Ryanair10,16.0,40,21,3,1,12
Ryanair10,15.0,40,20,3,0,12
Ryanair10,14.0,40,18,3,0,12
Ryanair10,13.0,40,19,3,0,12
Ryanair10,12.0,40,18,3,0,12
Ryanair10,11.0,40,18,3,0,12
Ryanair10,10.0,40,18,3,0,12
Ryanair10,9.0,40,18,3,0,12
Ryanair10,8.0,40,17,3,0,12
Ryanair10,7.0,40,17,3,0,12
Ryanair10,6.0,40,16,3,0,12
Ryanair10,5.0,40,16,3,0,12
Ryanair10,4.0,40,16,3,0,12
Ryanair10,3.0,40,18,3,0,12
SingapureAirlines12,24.0,40,15,4,10,4
SingapureAirlines12,23.0,40,18,4,9,4
SingapureAirlines12,22.0,40,20,4,8,4
SingapureAirlines12,21.0,40,18,4,7,4
SingapureAirlines12,20.0,40,19,4,6,4
SingapureAirlines12,19.0,40,18,4,5,4
SingapureAirlines12,18.0,40,16,4,4,4
SingapureAirlines12,17.0,40,18,4,3,4
SingapureAirlines12,16.0,40,17,4,2,4
SingapureAirlines12,15.0,40,16,4,1,4
SingapureAirlines12,14.0,40,17,4,0,4
SingapureAirlines12,13.0,40,16,4,0,4
SingapureAirlines12,12.0,40,16,4,0,4
SingapureAirlines12,11.0,40,16,4,0,4
SingapureAirlines12,10.0,40,18,4,0,4
QatarAirways11,33.0,40,17,4,10,6
QatarAirways11,32.0,40,18,4,9,6
QatarAirways11,31.0,40,20,4,8,6
QatarAirways11,30.0,40,18,4,7,6
QatarAirways11,29.0,40,19,4,6,6
QatarAirways11,28.0,40,18,4,5,6
QatarAirways11,27.0,40,17,4,4,6
QatarAirways11,26.0,40,18,4,3,6
QatarAirways11,25.0,40,18,4,2,6
QatarAirways11,24.0,40,16,4,1,6
QatarAirways11,23.0,40,17,4,0,6
QatarAirways11,22.0,40,16,4,0,6
QatarAirways11,21.0,40,16,4,0,6
QatarAirways11,20.0,40,16,4,0,6
QatarAirways11,19.0,40,18,4,0,6
QatarAirways11,18.0,40,16,4,0,6
QatarAirways11,17.0,40,17,4,0,6
Luftansa11,20.0,40,19,3,10,6
Luftansa11,19.0,40,20,3,9,6
Luftansa11,18.0,40,18,3,8,6
Luftansa11,17.0,40,19,3,7,6
Luftansa11,16.0,40,18,3,6,6
Luftansa11,15.0,40,18,3,5,6
Luftansa11,14.0,40,18,3,4,6
Luftansa11,13.0,40,18,3,3,6
Luftansa11,12.0,40,17,3,2,6
Luftansa11,11.0,40,17,3,1,6
Luftansa11,10.0,40,16,3,0,6
Luftansa11,9.0,40,16,3,0,6
Luftansa11,8.0,40,16,3,0,6
Luftansa11,7.0,40,18,3,0,6
Luftansa11,6.0,40,16,3,0,6
Luftansa11,5.0,40,17,3,0,6
Luftansa11,4.0,40,17,3,0,6
Emirates11,23.0,40,16,2,10,9
Emirates11,22.0,40,16,2,9,9
Emirates11,21.0,40,18,2,8,9
Emirates11,20.0,40,19,2,7,9
Emirates11,19.0,40,20,2,6,9
Emirates11,18.0,40,18,2,5,9
Emirates11,17.0,40,19,2,4,9
Emirates11,16.0,40,18,2,3,9
Emirates11,15.0,40,17,2,2,9
Emirates11,14.0,40,18,2,1,9
Emirates11,13.0,40,18,2,0,9
Emirates11,12.0,40,17,2,0,9
Emirates11,11.0,40,17,2,0,9
Emirates11,10.0,40,16,2,0,9
Emirates11,9.0,40,16,2,0,9
Emirates11,8.0,40,16,2,0,9
Emirates11,7.0,40,18,2,0,9
Emirates11,6.0,40,16,2,0,9
Emirates11,5.0,40,17,2,0,9
Emirates11,4.0,40,17,2,0,9
AmericanAirlines11,15.0,40,17,2,10,3
AmericanAirlines11,14.0,40,18,2,9,3
AmericanAirlines11,13.0,40,18,2,8,3
AmericanAirlines11,12.0,40,17,2,7,3
AmericanAirlines11,11.0,40,17,2,6,3
AmericanAirlines11,10.0,40,16,2,5,3
AmericanAirlines11,9.0,40,16,2,4,3
AmericanAirlines11,8.0,40,16,2,3,3
AmericanAirlines11,7.0,40,18,2,2,3
AmericanAirlines11,6.0,40,16,2,1,3
AmericanAirlines11,5.0,40,17,2,0,3
AmericanAirlines11,4.0,40,17,2,0,3
AmericanAirlines11,3.0,40,16,2,0,3
AmericanAirlines11,2.0,40,17,2,0,3
SingapureAirlines11,18.0,40,17,4,10,2
SingapureAirlines11,17.0,40,16,4,9,2
SingapureAirlines11,16.0,40,17,4,8,2
SingapureAirlines11,15.0,40,16,4,7,2
SingapureAirlines11,14.0,40,16,4,6,2
SingapureAirlines11,13.0,40,16,4,5,2
SingapureAirlines11,12.0,40,18,4,4,2
SingapureAirlines11,11.0,40,16,4,3,2
SingapureAirlines11,10.0,40,17,4,2,2
SingapureAirlines11,9.0,40,17,4,1,2
SingapureAirlines11,8.0,40,16,4,0,2
SingapureAirlines11,7.0,40,17,4,0,2
SingapureAirlines11,6.0,40,17,4,0,2
Luftansa12,22.0,40,16,4,9,11
Luftansa12,21.0,40,18,4,8,11
Luftansa12,20.0,40,20,4,7,11
Luftansa12,19.0,40,18,4,6,11
Luftansa12,18.0,40,19,4,5,11
Luftansa12,17.0,40,18,4,4,11
Luftansa12,16.0,40,17,4,3,11
Luftansa12,15.0,40,18,4,2,11
Luftansa12,14.0,40,17,4,1,11
Luftansa12,13.0,40,16,4,0,11
Luftansa12,12.0,40,17,4,0,11
Luftansa12,11.0,40,16,4,0,11
Luftansa12,10.0,40,16,4,0,11
Luftansa12,9.0,40,16,4,0,11
Luftansa12,8.0,40,18,4,0,11
Luftansa12,7.0,40,16,4,0,11
Luftansa12,6.0,40,17,4,0,11
Luftansa12,5.0,40,17,4,0,11
Luftansa12,4.0,40,16,4,0,11
Luftansa12,3.0,40,17,4,0,11
Luftansa12,2.0,40,17,4,0,11
Emirates10,21.0,40,20,2,10,11
Emirates10,20.0,40,20,2,9,11
Emirates10,19.0,40,18,2,8,11
Emirates10,18.0,40,19,2,7,11
Emirates10,17.0,40,18,2,6,11
